Product Name,Type,Brand,Is Anti-Biotic,Description,Meta Description,Keywords,Manufacturer,Product Cold Chain,Tags,Base Unit Label,Average Rating,MRP
Azelec Cream,medicine,The ACME Laboratories Ltd.,0,,"Discover Azelec 20% Cream (এজিলেক ২০% ক্রীম) uses, dosage, and side effects, and get the best price with the fastest delivery at Arogga. Order now!",,The ACME Laboratories Ltd.,0,[],10gm tube,0,75.51
Angilock 50,medicine,Square Pharmaceuticals PLC.,0,,Angilock 50mg Tablet is a medicine for high blood pressure and heart disease. Order এনজিলক ৫০ মি.গ্রা. ট্যাবলেট from Arogga online pharmacy at the best price and fastest delivery.,,Square Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,10
Dicaltrol 0.25,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,[],Capsule,0,12
OMG-3,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,['chronic disease'],Capsule,0,11
U & ME Long Love Condom 3's Pack,sexual_wellness,SMC Enterprise Limited,0,"<p><strong>Product Name:</strong>&nbsp;U &amp; ME Long Love Condom</p>
<p><strong>Description:</strong></p>
<p>Experience heightened pleasure and unforgettable moments with U &amp; ME Long Love Condoms. Designed for greater stimulation, these condoms intensify the joy of lovemaking for both partners.</p>
<p><strong>Benefits:</strong></p>
<ul>
<li><strong>Enhanced Stimulation:</strong>&nbsp;Extra sharp dotted texture provides increased friction for heightened pleasure.</li>
<li><strong>Long-Lasting Performance:</strong>&nbsp;Formulated with 4.5% Benzocaine, these condoms help prolong intimacy and satisfaction.</li>
<li><strong>Vanilla Fragrance:</strong>&nbsp;A subtle vanilla scent creates an inviting and intimate ambiance.</li>
<li><strong>Natural Latex Material:</strong>&nbsp;Crafted from high-quality natural latex, ensuring safety and reliability.</li>
<li><strong>Lubricated for Comfort:</strong>&nbsp;Lubricated with a non-spermicidal lubricant for added comfort and ease of use.</li>
</ul>
<p><strong>Additional Information:</strong></p>
<ul>
<li>Brand: SMC</li>
<li>Color: Dark Yellow</li>
<li>Texture: Extra Sharp Dotted</li>
<li>Fragrance: Vanilla</li>
<li>Lubrication: 4.5% Benzocaine</li>
</ul>
<p><strong>Embrace a passionate and fulfilling lovemaking experience with U &amp; ME Long Love Condoms.</strong></p>",,,SMC Enterprise Limited,0,['std labpromo'],3's Pack,4.76,70
The Ordinary Niacinamide 10%+Zinc1% Serum,beauty,The Ordinary,0,"<h2>Buy the Ordinary Serum with 10% Nicotinamide and Zinc 1% at the Best Price in Bangladesh</h2>
<p>Niacinamide serum (Vitamin B3) is indicated to reduce the appearance of skin blemishes and congestion. A high 10% concentration of this vitamin is supported in the formula by zinc salt of pyrrolidone carboxylic acid to balance visible aspects of sebum activity.</p>
<p>&nbsp;</p>
<p>Contraindications: If topical Vitamin C (L-Ascorbic Acid and Ethylated L-Ascorbic Acid) is used as part of skincare, it should be applied at alternate times with this formula (ideally Vitamin C in the PM and this formula in the AM). Otherwise, Niacinamide can affect the integrity of the Vitamin C.</p>
<p>&nbsp;</p>
<p>Notes: While Niacinamide and Zinc PCA reduce the look of blemishes and balance visible sebum activity, neither is an acne treatment. For persistent acne-related conditions, we recommend the use of Benzoyl Peroxide and/or Retinoic Acid. DECIEM doesn&rsquo;t recommend ongoing use of BHA such as Salicylic Acid for persistent blemishes.</p>
<p>&nbsp;</p>
<p>For temporary improvement in the appearance of blemishes, Salicylic Acid would help. This formulation can be used alongside acne treatments. Independent studies suggest Niacinamide is also an effective ingredient for brightening skin tone.</p>
<p>&nbsp;</p>
<h3>Product Key Specifications</h3>
<table style=""border-collapse: collapse; width: 100%; border-color: #95A5A6;"" border=""1"">
<thead>
<tr>
<th style=""border-color: rgb(149, 165, 166);""><strong>Attribute</strong></th>
<th style=""border-color: rgb(149, 165, 166);""><strong>Details</strong></th>
</tr>
</thead>
<tbody>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Brand/Manufacturer Name</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">The Ordinary (DECIEM)</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Type</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">Face Serum</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Main Ingredients</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">Niacinamide (10%), Zinc PCA (1%)</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Skin Type</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">All skin types, especially oily skin</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Size</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">30ml</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Application</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">Apply to the entire face morning and night</td>
</tr>
<tr>
<td style=""border-color: rgb(149, 165, 166);""><strong>Used for</strong></td>
<td style=""border-color: rgb(149, 165, 166);"">Reducing blemishes, regulating sebum</td>
</tr>
</tbody>
</table>
<h2>Niacinamide Serum Benefits</h2>
<ul>
<li>Reduces the appearance of skin blemishes and congestion</li>
<li>Regulates sebum production</li>
<li>Fight breakouts</li>
<li>Reduce blemish-causing bacteria</li>
<li>Improves moisture retention/barrier</li>
<li>Repair damaged skin and promote collagen production</li>
<li>Decrease redness/blotchiness</li>
<li>Helps reduce post-inflammatory erythema</li>
</ul>
<p>&nbsp;</p>
<h3>Ingredients:</h3>
<p>&nbsp;</p>
<p>Aqua (Water), Niacinamide, Pentylene Glycol, Zinc PCA, Dimethyl Isosorbide, Tamarindus Indica Seed Gum, Xanthan gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.</p>
<p>&nbsp;</p>
<h3>Instructions</h3>
<p><br>Follow the skin care 5-Step Regimen</p>
<ul>
<li><strong>Step 1: </strong>Cleanse &ndash; Wash your face with a gentle&nbsp;<a>Cleanser/</a><a>Facewash</a> according to your skin type.</li>
<li><strong>Step 2: </strong>Tone-&nbsp;<a>Toner</a> Helps to calm and balance skin pH after cleansing.</li>
<li><strong>Step 3:</strong> Treat &ndash;&nbsp;<a>The Ordinary Niacinamide 10%+Zinc1%</a><br>Apply a few drops to the face AM and PM. If irritation occurs, cease use and consult a physician. Use only as directed on unbroken skin.</li>
<li><strong>Step 4:</strong> Moisturize &ndash;&nbsp;<a>Moisturizer/</a><a>Day &amp; Night Cream</a> maintains your skin&rsquo;s moisture barrier and prevents environmental damage to your skin</li>
<li><strong>Step 5:</strong> Sun Care &ndash; Apply&nbsp;<a>Sunscreen</a>&nbsp;to protect skin from UV Ray (Day time only)</li>
</ul>
<p>&nbsp;</p>
<p>The Ordinary Niacinamide 10% + Zinc 1% Serum is a high-strength formula designed to reduce the appearance of skin blemishes and balance sebum activity. Its active ingredient, Niacinamide (Vitamin B3), works effectively to diminish skin congestion and brighten skin tone, while Zinc PCA helps control oil production and keep your skin clear. This lightweight, non-greasy serum is suitable for all skin types and is particularly beneficial for oily, acne-prone skin.</p>
<p>&nbsp;</p>
<p>Order The Ordinary Niacinamide 10%+Zinc1% &ndash; powerful serum for blemishes, oil control, &amp; brighter skin or other <a href=""https://www.arogga.com/category/beauty/6981/serums-ampoules"" target=""_blank"" rel=""noopener"">serums</a> at the best price from Arogga with the fastest delivery.&nbsp;</p>
<p>Looking for a larger size? Check out <a href=""https://www.arogga.com/product/53925/the-ordinary-niacinamide-10zinc1""><strong>The Ordinary Niacinamide 10% + Zinc 1% Serum (60ml)</strong></a> for extended use and the same powerful benefits for your skin!</p>","The Ordinary Niacinamide 10%+Zinc1% – powerful serum for blemishes, oil control, & brighter skin. Find the best price at Arogga with fastest delivery.",,The Ordinary,0,"['Top selling', 'trending ', 'eid khushi']",30ml Bottle,4.78,2000
Sensation Dotted Classic Condom 3's Pack,sexual_wellness,SMC Enterprise Limited,0,"<p>Sensation Classic Dotted Condoms can be a suitable choice for those seeking a different condom experience while maintaining essential protection.&nbsp;</p>
<p>Sensation Classic Dotted Condoms offer a textured experience and increase pleasure.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>Dotted Texture</li>
<li>Natural Feel</li>
<li>Safety and Protection</li>
<li>Rigorously Tested</li>
<li>1 x 3's Pack</li>
</ul>",,,SMC Enterprise Limited,0,['std labpromo'],3's Pack,5,40
Trugain 5%,medicine,Ziska Pharmaceuticals Ltd.,0,,,,Ziska Pharmaceuticals Ltd.,0,"['everyday_essentials', 'b2b']",60ml bot,0,550
Nizoder Shampoo 120ml,medicine,Unimed Unihealth Pharmaceuticals Ltd.,0,"<h2>Buy Nizoder 2% Shampoo 120ml at the Best Price in Bangladesh</h2>
<p>&nbsp;</p>
<p>Nizoder 2 Shampoo ( নিজোডার ২ শ্যাম্পু) is a medicated shampoo that contains ketoconazole, an antifungal agent that disrupts fungi's cell membrane, thereby stopping their growth. This makes it effective in treating various fungal infections on the skin and scalp. When dealing with fungal infections like seborrhoeic dermatitis, pityriasis versicolor, or dandruff, an effective solution is essential. One highly recommended product is Nizoder 2 Shampoo, a trusted name in antifungal treatments.</p>
<p>&nbsp;</p>
<p>Finding the best Nizoder shampoo 2% price in Bangladesh at Arogga online pharmacy. On average, the cost of Nizoder shampoo 120ml in Bangladesh ranges from BDT 270 to BDT 300. However, prices can fluctuate, so it&rsquo;s advisable to check multiple sources.</p>
<h2>&nbsp;</h2>
<h2><strong>Benefits of Nizoder 2 Shampoo</strong></h2>
<p>&nbsp;</p>
<ul>
<li><strong>Effective against multiple fungal infections:</strong> Targets conditions caused by Malassezia yeast.</li>
<li><strong>Reduces itching and flaking:</strong> Especially beneficial for those suffering from dandruff.</li>
<li><strong>Easy to use:</strong> Simply apply, leave for a few minutes, and rinse.</li>
<li><strong>Available in local and online stores:</strong> Ensures accessibility for all users.</li>
</ul>
<p>&nbsp;</p>
<h2>Uses and Indications</h2>
<h3><br>For Pityriasis Versicolor</h3>
<p><br>Pityriasis versicolor, also known as tinea versicolor, is a common fungal infection that causes small, discolored patches of skin. Nizoder 2 Shampoo is highly effective in treating this condition, often showing significant improvement within a few days of regular use.</p>
<p>&nbsp;</p>
<h3>For Seborrhoeic Dermatitis</h3>
<p><br>Seborrhoeic dermatitis is a chronic inflammatory condition that affects areas of the body where sebaceous glands are most prominent, such as the scalp, face, and upper trunk. Nizoder 2 Shampoo helps to reduce the symptoms and frequency of flare-ups when used regularly.</p>
<p>&nbsp;</p>
<h3>For Dandruff</h3>
<p><br>Dandruff is a common scalp condition characterized by flaking skin. Nizoder 2 Shampoo targets the underlying yeast infection caused by Malassezia, providing relief from itching and flaking.</p>
<p>&nbsp;</p>
<h2><strong>Dosage and Administration</strong></h2>
<p>&nbsp;</p>
<p>Nizoder 2 Shampoo should be applied to the affected areas of the skin or scalp and left on for 3 to 5 minutes before rinsing thoroughly.</p>
<p>&nbsp;</p>
<h3><strong>For Treatment</strong></h3>
<ul>
<li><strong>Pityriasis versicolor</strong>: Use once daily for 5 days.</li>
<li><strong>Seborrhoeic dermatitis and dandruff</strong>: Use twice weekly for 2 to 4 weeks.</li>
</ul>
<p>&nbsp;</p>
<h3><strong>For Prophylaxis:</strong></h3>
<p>&nbsp;</p>
<ul>
<li><strong>Pityriasis versicolor</strong>: Use once daily for 3 days during a single treatment course before the summer.</li>
<li><strong>Seborrhoeic dermatitis and dandruff</strong>: Use once every 1 or 2 weeks.</li>
</ul>
<p>&nbsp;</p>
<h2><strong>Where to Buy Nizoder in Bangladesh</strong></h2>
<p>&nbsp;</p>
<p>You can purchase <strong>Nizoder 2 Shampoo</strong> from various pharmacies across <strong>Bangladesh</strong>. Additionally, for convenience, you can buy <strong>Nizoder shampoo online</strong> from trusted platforms such as <strong>Arogga.com</strong>. This ensures you get the best price and the convenience of home delivery.</p>
<p>&nbsp;</p>
<h2><strong>Nizoder 2 Shampoo Reviews</strong></h2>
<p>Customers who have used <strong>Nizoder 2 Shampoo</strong> often praise its effectiveness in treating fungal infections. Many reviews highlight significant improvements in conditions like <strong>seborrhoeic dermatitis</strong> and <strong>pityriasis versicolor</strong>. Users also appreciate the <strong>Nizoder shampoo benefits</strong> such as reducing dandruff and preventing its recurrence.</p>
<p>&nbsp;</p>
<h2><strong>Potential Side Effects</strong></h2>
<p>While <strong>Nizoder 2 Shampoo</strong> is generally well tolerated, some users may experience mild side effects. These can include:</p>
<ul>
<li><strong>Local burning sensation</strong></li>
<li><strong>Itching</strong></li>
<li><strong>Contact dermatitis</strong></li>
<li><strong>Oily or dry hair</strong></li>
</ul>
<p>It is important to follow the instructions and consult a healthcare provider if you experience any adverse reactions.</p>
<p>&nbsp;</p>
<h2><strong>Frequently Asked Questions (FAQs)</strong></h2>
<p>&nbsp;</p>
<h3><strong>What is Nizoder 2 Shampoo?</strong></h3>
<p>&nbsp;</p>
<p><strong>Nizoder 2 Shampoo</strong> is an antifungal medication used to treat various fungal infections of the skin and scalp.</p>
<p>&nbsp;</p>
<h3><strong>What conditions does Nizoder 2 Shampoo treat?</strong></h3>
<p>&nbsp;</p>
<p>It treats <strong>pityriasis versicolor</strong>, <strong>seborrhoeic dermatitis</strong>, and <strong>dandruff</strong>.</p>
<p>&nbsp;</p>
<h3><strong>How should I use Nizoder 2 Shampoo?</strong></h3>
<p>&nbsp;</p>
<p>Apply to the affected area, leave for 3-5 minutes, then rinse. Follow the dosage guidelines for effective treatment.</p>
<p>&nbsp;</p>
<h3><strong>Where can I buy Nizoder 2 Shampoo in Bangladesh?</strong></h3>
<p>&nbsp;</p>
<p>You can purchase it from local pharmacies or online from platforms like <strong>Arogga.com</strong>.</p>
<p>&nbsp;</p>
<h3><strong>What is the price of Nizoder 2 Shampoo in Bangladesh?</strong></h3>
<p>The price ranges from <strong>BDT 500 to BDT 800</strong>, depending on the retailer.</p>
<h2>&nbsp;</h2>
<p><strong>Nizoder 2 Shampoo</strong> is a highly effective treatment for fungal infections of the skin and scalp, offering relief from conditions like <strong>pityriasis versicolor</strong>, <strong>seborrhoeic dermatitis</strong>, and <strong>dandruff</strong>. By understanding the proper usage and where to find the best prices in <strong>Bangladesh</strong>, you can effectively manage these conditions. Always consult with a healthcare professional before starting any new treatment to ensure it is appropriate for your specific needs.</p>",,,Unimed Unihealth Pharmaceuticals Ltd.,0,['everyday_essentials'],120ml bot,0,300
Diamicron MR 60,medicine,Servier Bangladesh Operation,0,,,,Servier Bangladesh,0,"['b2b', 'chronic disease']",Tablet,0,22
Bashundhara Toilet Tissue Regular White,home_care,Bashundhara Group,0,,,,Bashundhara,0,['Ramadan Bazaar'],174*2 Ply,4.8,28
Dexlan 30,medicine,The Ibn Sina Pharmaceutical Ind. Ltd.,0,,"Dexlan 30 mg capsule is used for treating acid-related diseases of the stomach. Learn about its uses, potential side effects, and how it can enhance your treatment regimen. ",,The Ibn Sina Pharmaceutical Ind. Ltd.,0,[],Capsule,0,10
Montene 10,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,"['b2b', 'chronic disease']",Tablet,0,17.5
E-Cap 200,medicine,Drug International Ltd.,0,,,,Drug International Ltd.,0,[],Capsule,0,5
Norix 1,medicine,SMC Enterprise Limited,0,,"Norix 1.5 mg tablet (নোরিক্স ১.৫ মি.গ্রা. ট্যাবলেট) is a single-dose solution to prevent unplanned pregnancy. Learn about its uses, potential side effects, and benefits for informed and effective treatment.",,SMC Enterprise Limited,0,[],Tablet,0,70
Nitrin SR,medicine,Healthcare Pharmaceuticals Ltd.,0,,,,Healthcare Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,5
Fenadin 120,medicine,Renata Limited,0,,"Fenadin 120 mg Tablet (ফেনাডিন ১২০ মি.গ্রা. ট্যাবলেট) is used for the treatment of allergic rhinitis and urticaria. Understand its uses, potential side effects, and how it can benefit your health regimen.",,Renata Limited,0,[],Tablet,0,9
Disopan 2,medicine,Incepta Pharmaceuticals Ltd.,0,,Disopan 2 mg Tablet (ডিসোপ্যান ২ মি.গ্রা. ট্যাবলেট) is used to manage anxiety and acute alcohol withdrawal symptoms. Understand its benefits and potential side effects for safe and effective treatment.,,Incepta Pharmaceuticals Ltd.,0,['chronic disease'],Tablet,0,12.5
Kirkland 5% Minoxidil Extra Strength Hair Loss & Hair Regrowth Treatment for Men 60ml,beauty,Kirkland,0,"<div>
<h2>Kirkland Minoxidil 5% Extra Strength 60ml – Best Minoxidil in Bangladesh</h2>
<div>Kirkland Signature Minoxidil 5% Extra Strength is designed for men with thinning hair who want to regrow their natural hair. This unscented liquid formula contains Minoxidil, a clinically proven ingredient that helps reactivate hair follicles and stimulate hair growth. Buy Kirkland Minoxidil 5% Extra Strength 60ml from Arogga and regrow your hair with a clinically proven formula.</div>
<div> </div>
<h3><strong>Product Highlights</strong></h3>
<p> </p>
<ul style=""list-style-type:square;"">
<li><span style=""font-size:14px;"">Compare to Men's Rogaine Extra Strength – Same Minoxidil 5% formula</span></li>
<li> Clinically proven to help regrow hair</li>
<li> Includes dropper applicator for easy application</li>
<li> One-month supply for continuous hair treatment</li>
<li>Designed for thinning hair on the top of the scalp</li>
</ul>
<p> </p>
<ul>
<li style=""list-style-type:none;"">
<ul>
<li>Scent: Unscented</li>
<li>Item Weight: 60ml</li>
<li>Item Form: Drop</li>
<li>Active Ingredients: Minoxidil</li>
</ul>
</li>
</ul>
</div>
<div>
<h3> </h3>
<h3>About this item</h3>
<h3> </h3>
<table style=""border-collapse:collapse;width:100%;"" border=""1"">
<thead>
<tr>
<th><strong>Attribute</strong></th>
<th><strong>Details</strong></th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>Brand</strong></td>
<td>Kirkland Signature</td>
</tr>
<tr>
<td><strong>Type</strong></td>
<td>Hair Regrowth Solution</td>
</tr>
<tr>
<td><strong>Form</strong></td>
<td>Liquid (Dropper)</td>
</tr>
<tr>
<td><strong>Scent</strong></td>
<td>Unscented</td>
</tr>
<tr>
<td><strong>Active Ingredient</strong></td>
<td>Minoxidil 5%</td>
</tr>
<tr>
<td><strong>Hair Type</strong></td>
<td>Thinning Hair</td>
</tr>
<tr>
<td><strong>Size</strong></td>
<td>60ml</td>
</tr>
<tr>
<td><strong>Application</strong></td>
<td>Scalp, Hair Loss Treatment</td>
</tr>
<tr>
<td><strong>Usage</strong></td>
<td>Twice daily for optimal results</td>
</tr>
<tr>
<td><strong>Supply Duration</strong></td>
<td>1 Month</td>
</tr>
</tbody>
</table>
<p> </p>
<div>
<h3>Why Choose Kirkland Minoxidil 5%?</h3>
<p> </p>
<p>Kirkland Signature offers high-quality personal care solutions at affordable prices. Kirkland Minoxidil 5% is a trusted hair regrowth treatment designed to help men with thinning hair and hair loss. Struggling with thinning hair? It’s time to take action! Kirkland Minoxidil 5% Extra Strength is your clinically proven solution to fight hair loss and promote healthy hair regrowth. With the same active ingredient as Rogaine, this powerful formula reactivates hair follicles, bringing back your natural hair—thicker, fuller, and stronger!</p>
<p> </p>
<ul>
<li>Same Active Ingredient as Men's Rogaine: Provides a comparable alternative to Men's Rogaine Extra Strength, offering effective hair regrowth with the same key ingredient.</li>
<li>Clinically Proven Formula: Minoxidil has been proven in clinical studies to promote hair regrowth in men.</li>
<li>User-Friendly Application: The product comes with a dropper applicator that ensures precise and easy application directly to the scalp.</li>
<li>Convenient Supply: Each selection includes a 1-month supply of Minoxidil in a factory-fresh, child-resistant bottle.</li>
</ul>
<p> </p>
<h3>How It Works</h3>
<p>Minoxidil works by revitalizing hair follicles and increasing blood flow to the scalp, which helps to regrow hair and slow down hair loss. It is specifically designed for men who are experiencing gradual thinning hair on the top of the scalp. Minoxidil stimulates hair follicles, increases blood flow to the scalp, and extends the growth phase of hair. It helps slow down hair loss and regrow thicker, healthier hair.</p>
<p> </p>
<h3>How to Use</h3>
<p> </p>
<ol>
<li>Ensure Scalp is Dry: Before applying, make sure your scalp is clean and dry.</li>
<li>Use Dropper Applicator: Fill the dropper with 1 ml of Minoxidil.</li>
<li>Apply to Affected Areas: Apply the solution directly to the scalp in the thinning hair areas.</li>
<li>Massage Gently: Use your fingers to spread the solution evenly over the scalp.</li>
<li>Allow to Dry: Let the solution dry completely before styling or using other hair products.</li>
</ol>
<p>Use twice daily for optimal results.</p>
</div>
<div>
<p> </p>
<h2><strong>Safety Guide</strong></h2>
<p> </p>
<p>✔ <strong>For External Use Only</strong> – Avoid eye contact; rinse if contact occurs.<br />✔ <strong>Not Recommended for Women</strong> – This formula is <strong>specifically for men</strong>.<br />✔ <strong>Keep Away from Children</strong> – Store in a safe place.<br />✔ <strong>Consult a Doctor</strong> – If irritation occurs, discontinue use and seek advice.</p>
<p> </p>
<h3>Storage Conditions</h3>
<p>Store in a cool, dry place. Keep the bottle tightly closed and away from light.</p>
<p> </p>
<p>Say goodbye to hair loss and hello to confidence! Kirkland Minoxidil 5% is your best chance to regrow thicker, healthier hair—right from the comfort of your home.</p>
<p> </p>
</div>
</div>",,,,0,"['Top selling', 'trending ', 'authentic-beauty', 'eid khushi']",60ml Bottle,4.5,1500
Othera 20,medicine,ACI Limited,0,,,,ACI Limited,0,['b2b'],Tablet,0,11
Mixiu Lip Scru Cream,beauty,Mixiu,0,"<p dir=""ltr""><strong><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Mixiu Lip Scru Cream 11.5g</span></strong></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Special crystal embellish formula, make your lips become crystal glorious, lasting glossy. It Can nourish smooth full real lips, make it seem more healthy and crystal and moist. It is your best choice to remove the lips cutting and fade lip texture.</span></p>
<ul>
<li dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Super moisturizing effect, this lip scrub cream is rich in sodium hyaluronate, which can deeply penetrate the skin and tightly lock the moisture of the skin.</span></li>
<li dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">It has a good nourishing effect. Rich in collagen, the propolis lip exfoliating gel can provide enough collagen for the lips and deeply nourish the skin.</span></li>
<li dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Rich in propolis , can remove the aging skin tissue, make the skin of the lips more full and more elastic.</span></li>
<li dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Create mermaid water embellishments, presenting vivid lip color, natural and comfortable without oily feeling.</span></li>
<li dir=""ltr""><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Suitable for lips: dry, rough, peeling, dull skin around</span></li>
</ul>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;""><strong><span style=""font-family: 'times new roman', times, serif;"">How to use:</span></strong></span></p>
<ul>
<li><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Clean Lips with makeup remover or wet wipes, make sure there is no lipstick left on lips.</span></li>
<li><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">Apply Mixiu Scru Cream evenly on lips then massage in lips circular motion, do not be too hard when exfoliating.</span></li>
<li><span style=""font-family: 'times new roman', times, serif; font-size: 12pt;"">When Dead skin begins to lift and lips feel soft, then rinse lips with water.</span></li>
</ul>
<h2><strong>Made in PRC</strong></h2>
<p>&nbsp;</p>",,,,0,"['Lips', 'Top selling', 'trending ', 'authentic-beauty', 'eid khushi']",12gm tube,4.63,500
Cildip 10,medicine,Opsonin Pharma Limited,0,,,,Opsonin Pharma Limited,0,['chronic disease'],Tablet,0,10
Pantonix 40,medicine,Incepta Pharmaceuticals Ltd.,0,,,,Incepta Pharmaceuticals Ltd.,0,[],Tablet,0,10
Dexilend 30,medicine,Ziska Pharmaceuticals Ltd.,0,,Dexilend 30 mg capsule (ডেক্সিলেন্ড ৩০ মি.গ্রা. ক্যাপসুল) effectively treats acid reflux and heartburn. Learn about its uses and potential side effects for safe and effective management.,,Ziska Pharmaceuticals Ltd.,0,[],Capsule,0,10
Remmo 20,medicine,Beximco Pharmaceuticals Ltd.,0,,"Remmo 20 mg tablet (রেমো ২০ মি.গ্রা. ট্যাবলেট) is used to treat heartburn, acid reflux and problems in your food pipe. Learn about its uses, potential side effects, and how it can improve your health condition.",,Beximco Pharmaceuticals Ltd.,0,['b2b'],Tablet,0,10
KitKat 2 Finger,food,Nestle (India),0,"<ul>
<li>The harmony of soft chocolate and crispy wafers and optimum crispness.</li>
<li>Unique technology that brings out the crispy texture by putting thinly crushed wafers between the chocolates.</li>
<li>Imagine the smooth, velvety milk chocolate melting in mouth, perfectly balanced by the delightful crunch of crispy wafer.</li>
<li>
<div class=""field__item"">
<div class=""layout-1-wrapper"">Experience a classic treat that brings joy with evert bite.</div>
</div>
</li>
</ul>",,,,0,['Flash Sale'],1's Pack,4.91,40
D-Rise 40000,medicine,Beximco Pharmaceuticals Ltd.,0,,"D-Rise 40000IU capsule (ডি-রাইজ ৪০০০০ আই ইউ ক্যাপসুল) is a medication used to treat and prevent vitamin D3 deficiency. Learn about its uses, and potential side effects to ensure safe and effective treatment.",,Beximco Pharmaceuticals Ltd.,0,['b2b'],Capsule,0,35
Exium Mups 20,medicine,Radiant Pharmaceuticals Ltd.,0,,Exium Mups 20 mg Tablet (এক্সিয়াম মাপ্‌স ২০ মি.গ্রা. ট্যাবলেট) provides effective relief from acid reflux and heartburn. Understand its benefits and potential side effects for optimal gastrointestinal health.,,Radiant Pharmaceuticals Ltd.,0,['b2b'],Tablet,0,11
Napa Rapid,medicine,Beximco Pharmaceuticals Ltd.,0,,"Napa Rapid 500 mg tablet (নাপা রেপিড ৫০০ মি.গ্রা. ট্যাবলেট) is indicated for fever, common cold and influenza, headache, toothache. Learn about its uses, potential side effects, and how it can improve your health.",,Beximco Pharmaceuticals Ltd.,0,['OTC'],Tablet,0,1.3
Filfresh 3,medicine,Square Pharmaceuticals PLC.,0,,,,Square Pharmaceuticals Ltd.,0,[],Tablet,0,3.01
